,word,num_words,ranking,ranking_log,num_words_log
2322,miúda,3,2322,7.75018416226,1.09861228867
2323,repelões,3,2323,7.75061473277,1.09861228867
2324,beijeia,3,2324,7.75104511797,1.09861228867
2325,paciência,3,2325,7.75147531802,1.09861228867
2326,deitou,3,2326,7.75190533308,1.09861228867
2327,elementos,3,2327,7.7523351633,1.09861228867
2328,estremeceu,3,2328,7.75276480885,1.09861228867
2329,conceito,3,2329,7.75319426988,1.09861228867
2330,chorava,3,2330,7.75362354656,1.09861228867
2331,avareza,3,2331,7.75405263904,1.09861228867
2332,quar,3,2332,7.75448154747,1.09861228867
2333,faquir,3,2333,7.75491027202,1.09861228867
2334,jóias,3,2334,7.75533881285,1.09861228867
2335,Da,3,2335,7.7557671701,1.09861228867
2336,antanho,3,2336,7.75619534395,1.09861228867
2337,polca,3,2337,7.75662333454,1.09861228867
2338,solução,3,2338,7.75705114203,1.09861228867
2339,DA,3,2339,7.75747876658,1.09861228867
2340,curta,3,2340,7.75790620835,1.09861228867
2341,conversar,3,2341,7.75833346749,1.09861228867
2342,moléstia,3,2342,7.75876054416,1.09861228867
2343,relação,3,2343,7.75918743851,1.09861228867
2344,satisfeito,3,2344,7.7596141507,1.09861228867
2345,gestos,3,2345,7.76004068088,1.09861228867
2346,compreendeu,3,2346,7.76046702921,1.09861228867
2347,cabelo,3,2347,7.76089319585,1.09861228867
2348,susto,3,2348,7.76131918095,1.09861228867
2349,dever,3,2349,7.76174498466,1.09861228867
2350,podíamos,3,2350,7.76217060714,1.09861228867
2351,deves,3,2351,7.76259604854,1.09861228867
2352,sistemas,3,2352,7.76302130902,1.09861228867
2353,monotonia,3,2353,7.76344638873,1.09861228867
2354,perdeu,3,2354,7.76387128782,1.09861228867
2355,Pela,3,2355,7.76429600645,1.09861228867
2356,impalpável,3,2356,7.76472054477,1.09861228867
2357,lampião,3,2357,7.76514490294,1.09861228867
2358,independência,3,2358,7.7655690811,1.09861228867
2359,aparente,3,2359,7.76599307941,1.09861228867
2360,sentindo,3,2360,7.76641689802,1.09861228867
2361,claramente,3,2361,7.76684053709,1.09861228867
2362,devem,3,2362,7.76726399676,1.09861228867
2363,seres,3,2363,7.76768727719,1.09861228867
2364,M,3,2364,7.76811037853,1.09861228867
2365,bairro,3,2365,7.76853330093,1.09861228867
2366,padrinho,3,2366,7.76895604454,1.09861228867
2367,recente,3,2367,7.76937860951,1.09861228867
2368,tornava,3,2368,7.769800996,1.09861228867
2369,recordações,3,2369,7.77022320416,1.09861228867
2370,acompanhado,3,2370,7.77064523413,1.09861228867
2371,isto:,3,2371,7.77106708607,1.09861228867
2372,carnes,3,2372,7.77148876012,1.09861228867
2373,sentar,3,2373,7.77191025644,1.09861228867
2374,capitãomor,3,2374,7.77233157517,1.09861228867
2375,muito:,3,2375,7.77275271647,1.09861228867
2376,responsabilidade,3,2376,7.77317368048,1.09861228867
2377,passei,3,2377,7.77359446736,1.09861228867
2378,marujo,3,2378,7.77401507725,1.09861228867
2379,transmissão,3,2379,7.7744355103,1.09861228867
2380,César,3,2380,7.77485576667,1.09861228867
2381,recebido,3,2381,7.77527584649,1.09861228867
2382,Ai,3,2382,7.77569574992,1.09861228867
2383,exclamações,3,2383,7.7761154771,1.09861228867
2384,tomou,3,2384,7.77653502819,1.09861228867
2385,dizia:,3,2385,7.77695440332,1.09861228867
2386,égua,3,2386,7.77737360266,1.09861228867
2387,repartido,3,2387,7.77779262634,1.09861228867
2388,alcançar,3,2388,7.77821147451,1.09861228867
2389,general,3,2389,7.77863014733,1.09861228867
2390,incidente,3,2390,7.77904864493,1.09861228867
2391,réplica,3,2391,7.77946696746,1.09861228867
2392,Éramos,3,2392,7.77988511507,1.09861228867
2393,lépida,3,2393,7.78030308791,1.09861228867
2394,orelha,3,2394,7.78072088612,1.09861228867
2395,tirou,3,2395,7.78113850985,1.09861228867
2396,refletiu,3,2396,7.78155595924,1.09861228867
2397,apuro,3,2397,7.78197323443,1.09861228867
2398,fala,3,2398,7.78239033559,1.09861228867
2399,agitações,3,2399,7.78280726284,1.09861228867
2400,soberbo,3,2400,7.78322401634,1.09861228867
2401,montanha,3,2401,7.78364059622,1.09861228867
2402,decerto,3,2402,7.78405700264,1.09861228867
2403,costas,3,2403,7.78447323574,1.09861228867
2404,insigne,3,2404,7.78488929566,1.09861228867
2405,casos,3,2405,7.78530518254,1.09861228867
2406,extraordinária,3,2406,7.78572089653,1.09861228867
2407,incrédulo,3,2407,7.78613643778,1.09861228867
2408,notou,3,2408,7.78655180643,1.09861228867
2409,valer,3,2409,7.78696700261,1.09861228867
2410,longos,3,2410,7.78738202648,1.09861228867
2411,placidez,3,2411,7.78779687818,1.09861228867
2412,começo,3,2412,7.78821155785,1.09861228867
2413,instituições,3,2413,7.78862606563,1.09861228867
2414,podiam,3,2414,7.78904040166,1.09861228867
2415,casou,3,2415,7.78945456609,1.09861228867
2416,imaginar,3,2416,7.78986855905,1.09861228867
2417,traz,3,2417,7.7902823807,1.09861228867
2418,descida,3,2418,7.79069603117,1.09861228867
2419,razoável,3,2419,7.79110951061,1.09861228867
2420,coco,3,2420,7.79152281915,1.09861228867
2421,notas,3,2421,7.79193595694,1.09861228867
2422,parar,3,2422,7.79234892411,1.09861228867
2423,recompensa,3,2423,7.79276172082,1.09861228867
2424,empalideceu,3,2424,7.79317434719,1.09861228867
2425,cristão,3,2425,7.79358680337,1.09861228867
2426,humanística,3,2426,7.7939990895,1.09861228867
2427,amasse,3,2427,7.79441120573,1.09861228867
2428,Vieram,3,2428,7.79482315218,1.09861228867
2429,improvável,3,2429,7.795234929,1.09861228867
2430,diacho,3,2430,7.79564653633,1.09861228867
2431,soubesse,3,2431,7.79605797432,1.09861228867
2432,formosa,3,2432,7.79646924309,1.09861228867
2433,grossa,3,2433,7.79688034278,1.09861228867
2434,recordação,3,2434,7.79729127355,1.09861228867
2435,sincero,3,2435,7.79770203552,1.09861228867
2436,grosso,3,2436,7.79811262883,1.09861228867
2437,entrara,3,2437,7.79852305363,1.09861228867
2438,vergalho,3,2438,7.79893331004,1.09861228867
2439,colo,3,2439,7.79934339822,1.09861228867
2440,Dalmácia,3,2440,7.79975331829,1.09861228867
2441,rumor,3,2441,7.80016307039,1.09861228867
2442,par,3,2442,7.80057265467,1.09861228867
2443,indigno,3,2443,7.80098207126,1.09861228867
2444,repente,3,2444,7.80139132029,1.09861228867
2445,emprego,3,2445,7.80180040191,1.09861228867
2446,próximo,3,2446,7.80220931625,1.09861228867
2447,tempestade,3,2447,7.80261806344,1.09861228867
2448,diferentes,3,2448,7.80302664363,1.09861228867
2449,francamente,3,2449,7.80343505695,1.09861228867
2450,acréscimo,3,2450,7.80384330354,1.09861228867
2451,lançou,3,2451,7.80425138353,1.09861228867
2452,Jantei,3,2452,7.80465929706,1.09861228867
2453,infeliz,3,2453,7.80506704426,1.09861228867
2454,decreto,3,2454,7.80547462527,1.09861228867
2455,pedras,3,2455,7.80588204023,1.09861228867
2456,rótula,3,2456,7.80628928927,1.09861228867
2457,saias,3,2457,7.80669637252,1.09861228867
2458,vôo,3,2458,7.80710329013,1.09861228867
2459,devagar,3,2459,7.80751004222,1.09861228867
2460,inimigos,3,2460,7.80791662893,1.09861228867
2461,pulha,3,2461,7.80832305039,1.09861228867
2462,falasse,3,2462,7.80872930674,1.09861228867
2463,lógica,3,2463,7.80913539812,1.09861228867
2464,indiferente,3,2464,7.80954132465,1.09861228867
2465,menor,3,2465,7.80994708648,1.09861228867
2466,evitar,3,2466,7.81035268372,1.09861228867
2467,eilo,3,2467,7.81075811653,1.09861228867
2468,conselho,3,2468,7.81116338503,1.09861228867
2469,perigosa,3,2469,7.81156848935,1.09861228867
2470,gemeu,3,2470,7.81197342962,1.09861228867
2471,injusto,3,2471,7.81237820599,1.09861228867
2472,jornais,3,2472,7.81278281858,1.09861228867
2473,externas,3,2473,7.81318726752,1.09861228867
2474,ressentimento,3,2474,7.81359155295,1.09861228867
2475,DAS,3,2475,7.813995675,1.09861228867
2476,cuidado,3,2476,7.8143996338,1.09861228867
2477,seguida,3,2477,7.81480342949,1.09861228867
2478,Venha,3,2478,7.81520706219,1.09861228867
2479,entregar,3,2479,7.81561053204,1.09861228867
2480,Maricota,3,2480,7.81601383916,1.09861228867
2481,cuido,3,2481,7.81641698369,1.09861228867
2482,agitava,3,2482,7.81681996576,1.09861228867
2483,belos,3,2483,7.81722278551,1.09861228867
2484,palmada,3,2484,7.81762544305,1.09861228867
2485,Cajueiros,3,2485,7.81802793853,1.09861228867
2486,resolução,3,2486,7.81843027207,1.09861228867
2487,quiser,3,2487,7.8188324438,1.09861228867
2488,aparelhos,3,2488,7.81923445386,1.09861228867
2489,burburinho,3,2489,7.81963630237,1.09861228867
2490,viva,3,2490,7.82003798946,1.09861228867
2491,constante,3,2491,7.82043951526,1.09861228867
2492,jogo,3,2492,7.82084087991,1.09861228867
2493,Shakespeare,3,2493,7.82124208352,1.09861228867
2494,pulsos,3,2494,7.82164312624,1.09861228867
2495,estendeu,3,2495,7.82204400819,1.09861228867
2496,solteirão,3,2496,7.82244472949,1.09861228867
2497,pegueilhe,3,2497,7.82284529028,1.09861228867
2498,Vi,3,2498,7.82324569069,1.09861228867
2499,gravura,3,2499,7.82364593083,1.09861228867
2500,vosmecê,3,2500,7.82404601086,1.09861228867
2501,prêmio,3,2501,7.82444593088,1.09861228867
2502,tom,3,2502,7.82484569103,1.09861228867
2503,peralta,3,2503,7.82524529143,1.09861228867
2504,travesseiro,3,2504,7.82564473222,1.09861228867
2505,Nas,3,2505,7.82604401352,1.09861228867
2506,glosa,3,2506,7.82644313546,1.09861228867
2507,obscura,3,2507,7.82684209816,1.09861228867
2508,brandamente,3,2508,7.82724090175,1.09861228867
2509,real,3,2509,7.82763954637,1.09861228867
2510,vós,3,2510,7.82803803213,1.09861228867
2511,usual,3,2511,7.82843635916,1.09861228867
2512,lábios,3,2512,7.82883452759,1.09861228867
2513,deixa,3,2513,7.82923253754,1.09861228867
2514,tirando,3,2514,7.82963038915,1.09861228867
2515,nu,3,2515,7.83002808253,1.09861228867
2516,globo,3,2516,7.83042561782,1.09861228867
2517,posição,3,2517,7.83082299514,1.09861228867
2518,escárnio,3,2518,7.8312202146,1.09861228867
2519,transparente,3,2519,7.83161727635,1.09861228867
2520,públicas,3,2520,7.83201418051,1.09861228867
2521,estrada,3,2521,7.83241092719,1.09861228867
2522,Teve,3,2522,7.83280751652,1.09861228867
2523,sobrancelhas,3,2523,7.83320394864,1.09861228867
2524,padeci,3,2524,7.83360022366,1.09861228867
2525,publicação,3,2525,7.83399634171,1.09861228867
2526,perguntarlhe,3,2526,7.83439230291,1.09861228867
2527,morava,3,2527,7.83478810739,1.09861228867
2528,temporal,3,2528,7.83518375527,1.09861228867
2529,durou,3,2529,7.83557924667,1.09861228867
2530,asma,3,2530,7.83597458172,1.09861228867
2531,recusa,3,2531,7.83636976055,1.09861228867
2532,imprensa,3,2532,7.83676478326,1.09861228867
2533,longamente,3,2533,7.83715965,1.09861228867
2534,delicadeza,3,2534,7.83755436088,1.09861228867
2535,produto,3,2535,7.83794891603,1.09861228867
2536,vamos,3,2536,7.83834331556,1.09861228867
2537,novos,3,2537,7.8387375596,1.09861228867
2538,dissimulava,3,2538,7.83913164827,1.09861228867
2539,pasto,3,2539,7.8395255817,1.09861228867
2540,pequenino,3,2540,7.83991936001,1.09861228867
2541,visto,3,2541,7.84031298332,1.09861228867
2542,despedi,3,2542,7.84070645175,1.09861228867
2543,avaro,3,2543,7.84109976542,1.09861228867
2544,inclineime,3,2544,7.84149292446,1.09861228867
2545,Urgia,3,2545,7.84188592898,1.09861228867
2546,amada,3,2546,7.84227877912,1.09861228867
2547,infração,3,2547,7.84267147498,1.09861228867
2548,entendimento,3,2548,7.84306401669,1.09861228867
2549,lírio,3,2549,7.84345640438,1.09861228867
2550,escândalo,3,2550,7.84384863815,1.09861228867
2551,pretérito,3,2551,7.84424071814,1.09861228867
2552,charutos,3,2552,7.84463264446,1.09861228867
2553,subitamente,3,2553,7.84502441724,1.09861228867
2554,cadeiras,3,2554,7.84541603659,1.09861228867
2555,apostadores,3,2555,7.84580750264,1.09861228867
2556,Dito,3,2556,7.8461988155,1.09861228867
2557,galhofa,3,2557,7.84658997529,1.09861228867
2558,matou,3,2558,7.84698098214,1.09861228867
2559,amavame,3,2559,7.84737183616,1.09861228867
2560,conquanto,3,2560,7.84776253747,1.09861228867
2561,cativeiro,3,2561,7.8481530862,1.09861228867
2562,deixeme,3,2562,7.84854348246,1.09861228867
2563,lascivo,3,2563,7.84893372636,1.09861228867
2564,compensação,3,2564,7.84932381804,1.09861228867
2565,OS,3,2565,7.8497137576,1.09861228867
2566,falávamos,3,2566,7.85010354518,1.09861228867
2567,bengala,3,2567,7.85049318087,1.09861228867
2568,tornando,3,2568,7.85088266481,1.09861228867
2569,acerca,3,2569,7.85127199711,1.09861228867
2570,consideração,3,2570,7.85166117789,1.09861228867
2571,explosão,3,2571,7.85205020727,1.09861228867
2572,encheu,3,2572,7.85243908536,1.09861228867
2573,trata,3,2573,7.85282781228,1.09861228867
2574,gozar,3,2574,7.85321638816,1.09861228867
2575,esposa,3,2575,7.8536048131,1.09861228867
2576,persistência,3,2576,7.85399308722,1.09861228867
2577,meti,3,2577,7.85438121065,1.09861228867
2578,primitiva,3,2578,7.8547691835,1.09861228867
2579,amarguras,3,2579,7.85515700588,1.09861228867
2580,propostas,3,2580,7.85554467792,1.09861228867
2581,aparentemente,3,2581,7.85593219972,1.09861228867
2582,estaria,3,2582,7.85631957141,1.09861228867
2583,linguagem,3,2583,7.8567067931,1.09861228867
2584,sentouse,3,2584,7.8570938649,1.09861228867
2585,buscava,3,2585,7.85748078694,1.09861228867
2586,velhas,3,2586,7.85786755933,1.09861228867
2587,recusou,3,2587,7.85825418219,1.09861228867
2588,doutrina,3,2588,7.85864065562,1.09861228867
2589,reli,3,2589,7.85902697975,1.09861228867
2590,Queres,3,2590,7.85941315469,1.09861228867
2591,caía,3,2591,7.85979918056,1.09861228867
2592,caseira,3,2592,7.86018505747,1.09861228867
2593,Santo,3,2593,7.86057078554,1.09861228867
2594,solta,3,2594,7.86095636488,1.09861228867
2595,crítica,3,2595,7.8613417956,1.09861228867
2596,nababo,3,2596,7.86172707782,1.09861228867
2597,chorou,3,2597,7.86211221166,1.09861228867
2598,vejamos,3,2598,7.86249719723,1.09861228867
2599,Ouvidor,3,2599,7.86288203464,1.09861228867
2600,adverti,3,2600,7.86326672401,1.09861228867
2601,íntimas,3,2601,7.86365126545,1.09861228867
2602,ido,3,2602,7.86403565907,1.09861228867
2603,últimos,3,2603,7.86441990499,1.09861228867
2604,cavalheiro,3,2604,7.86480400333,1.09861228867
2605,botim,3,2605,7.86518795419,1.09861228867
2606,entrei,3,2606,7.86557175768,1.09861228867
2607,resistir,2,2607,7.86595541393,0.69314718056
2608,externa,2,2608,7.86633892305,0.69314718056
2609,VELHO,2,2609,7.86672228514,0.69314718056
2610,atitudes,2,2610,7.86710550032,0.69314718056
2611,função,2,2611,7.8674885687,0.69314718056
2612,recordar,2,2612,7.8678714904,0.69314718056
2613,fiel,2,2613,7.86825426552,0.69314718056
2614,escutou,2,2614,7.86863689418,0.69314718056
2615,REFLEXÃO,2,2615,7.8690193765,0.69314718056
2616,declarou,2,2616,7.86940171258,0.69314718056
2617,N,2,2617,7.86978390253,0.69314718056
2618,razões,2,2618,7.87016594647,0.69314718056
2619,quiserem,2,2619,7.87054784451,0.69314718056
2620,poderei,2,2620,7.87092959676,0.69314718056
2621,Dona,2,2621,7.87131120332,0.69314718056
2622,resistia,2,2622,7.87169266432,0.69314718056
2623,desgraça,2,2623,7.87207397987,0.69314718056
2624,freqüência,2,2624,7.87245515006,0.69314718056
2625,virei,2,2625,7.87283617503,0.69314718056
2626,haverá,2,2626,7.87321705486,0.69314718056
2627,reinado,2,2627,7.87359778969,0.69314718056
2628,Coronel,2,2628,7.8739783796,0.69314718056
2629,amara,2,2629,7.87435882473,0.69314718056
2630,espalhar,2,2630,7.87473912517,0.69314718056
2631,atirei,2,2631,7.87511928104,0.69314718056
2632,Separamonos,2,2632,7.87549929245,0.69314718056
2633,morar,2,2633,7.8758791595,0.69314718056
2634,considerar,2,2634,7.8762588823,0.69314718056
2635,arrependimento,2,2635,7.87663846098,0.69314718056
2636,trato,2,2636,7.87701789562,0.69314718056
2637,entenderei,2,2637,7.87739718635,0.69314718056
2638,esforços,2,2638,7.87777633328,0.69314718056
2639,arrastava,2,2639,7.8781553365,0.69314718056
2640,pedindo,2,2640,7.87853419614,0.69314718056
2641,enfadado,2,2641,7.8789129123,0.69314718056
2642,Rime,2,2642,7.87929148508,0.69314718056
2643,adivinhar,2,2643,7.8796699146,0.69314718056
2644,sequer,2,2644,7.88004820097,0.69314718056
2645,mora,2,2645,7.88042634429,0.69314718056
2646,respirando,2,2646,7.88080434467,0.69314718056
2647,vermes,2,2647,7.88118220223,0.69314718056
2648,águas,2,2648,7.88155991706,0.69314718056
2649,Dei,2,2649,7.88193748927,0.69314718056
2650,comoveu,2,2650,7.88231491898,0.69314718056
2651,contornos,2,2651,7.88269220629,0.69314718056
2652,consternação,2,2652,7.88306935131,0.69314718056
2653,sinhô,2,2653,7.88344635414,0.69314718056
2654,sorrisos,2,2654,7.88382321489,0.69314718056
2655,Venância,2,2655,7.88419993368,0.69314718056
2656,cortar,2,2656,7.8845765106,0.69314718056
2657,contentamento,2,2657,7.88495294576,0.69314718056
2658,local,2,2658,7.88532923927,0.69314718056
2659,desenvolvimento,2,2659,7.88570539124,0.69314718056
2660,comido,2,2660,7.88608140178,0.69314718056
2661,Imaginei,2,2661,7.88645727098,0.69314718056
2662,PRIMEIRO,2,2662,7.88683299896,0.69314718056
2663,filhas,2,2663,7.88720858581,0.69314718056
2664,escachálos,2,2664,7.88758403166,0.69314718056
2665,recreio,2,2665,7.8879593366,0.69314718056
2666,estiver,2,2666,7.88833450074,0.69314718056
2667,Achou,2,2667,7.88870952418,0.69314718056
2668,muçulmano,2,2668,7.88908440704,0.69314718056
2669,orçamento,2,2669,7.8894591494,0.69314718056
2670,planeta,2,2670,7.88983375139,0.69314718056
2671,Escrevia,2,2671,7.89020821311,0.69314718056
2672,temperar,2,2672,7.89058253466,0.69314718056
2673,símbolo,2,2673,7.89095671614,0.69314718056
2674,assinar,2,2674,7.89133075766,0.69314718056
2675,Riuse,2,2675,7.89170465933,0.69314718056
2676,novela,2,2676,7.89207842125,0.69314718056
2677,espirituais,2,2677,7.89245204352,0.69314718056
2678,cansado,2,2678,7.89282552625,0.69314718056
2679,útil,2,2679,7.89319886954,0.69314718056
2680,aprendi,2,2680,7.8935720735,0.69314718056
2681,adoeci,2,2681,7.89394513824,0.69314718056
2682,pecados,2,2682,7.89431806384,0.69314718056
2683,Deixeme,2,2683,7.89469085043,0.69314718056
2684,finamente,2,2684,7.89506349809,0.69314718056
2685,sinhá,2,2685,7.89543600694,0.69314718056
2686,autoridade,2,2686,7.89580837708,0.69314718056
2687,tocar,2,2687,7.89618060862,0.69314718056
2688,retorquiume,2,2688,7.89655270164,0.69314718056
2689,esquisita,2,2689,7.89692465627,0.69314718056
2690,praticou,2,2690,7.8972964726,0.69314718056
2691,cabras,2,2691,7.89766815073,0.69314718056
2692,agarrar,2,2692,7.89803969076,0.69314718056
2693,Assis,2,2693,7.89841109281,0.69314718056
2694,comida,2,2694,7.89878235697,0.69314718056
2695,adiantouse,2,2695,7.89915348334,0.69314718056
2696,quiseres,2,2696,7.89952447203,0.69314718056
2697,corderosa,2,2697,7.89989532314,0.69314718056
2698,Cícero,2,2698,7.90026603677,0.69314718056
2699,viase,2,2699,7.90063661302,0.69314718056
2700,joalheiro,2,2700,7.90100705199,0.69314718056
2701,leveios,2,2701,7.90137735379,0.69314718056
2702,despojo,2,2702,7.90174751852,0.69314718056
2703,doceira,2,2703,7.90211754628,0.69314718056
2704,senteime,2,2704,7.90248743716,0.69314718056
2705,arrependida,2,2705,7.90285719128,0.69314718056
2706,amam,2,2706,7.90322680873,0.69314718056
2707,obediência,2,2707,7.90359628961,0.69314718056
2708,FILOSOFIA,2,2708,7.90396563403,0.69314718056
2709,distribuição,2,2709,7.90433484209,0.69314718056
2710,Vilhe,2,2710,7.90470391387,0.69314718056
2711,prometi,2,2711,7.9050728495,0.69314718056
2712,daquilo,2,2712,7.90544164906,0.69314718056
2713,diabrete,2,2713,7.90581031266,0.69314718056
2714,mandarim,2,2714,7.90617884039,0.69314718056
2715,compreenderás,2,2715,7.90654723237,0.69314718056
2716,Borba:,2,2716,7.90691548868,0.69314718056
2717,toucado,2,2717,7.90728360943,0.69314718056
2718,cadeirinha,2,2718,7.90765159471,0.69314718056
2719,estamos,2,2719,7.90801944463,0.69314718056
2720,pano,2,2720,7.90838715929,0.69314718056
2721,nobreza,2,2721,7.90875473878,0.69314718056
2722,Príamo,2,2722,7.90912218321,0.69314718056
2723,hedionda,2,2723,7.90948949267,0.69314718056
2724,conhece,2,2724,7.90985666727,0.69314718056
2725,ambiente,2,2725,7.9102237071,0.69314718056
2726,companhia,2,2726,7.91059061226,0.69314718056
2727,distinguia,2,2727,7.91095738285,0.69314718056
2728,arranjava,2,2728,7.91132401896,0.69314718056
2729,idades,2,2729,7.91169052071,0.69314718056
2730,grandemente,2,2730,7.91205688818,0.69314718056
2731,relojoeiro,2,2731,7.91242312147,0.69314718056
2732,Vês,2,2732,7.91278922069,0.69314718056
2733,explicase,2,2733,7.91315518593,0.69314718056
2734,contudo,2,2734,7.91352101728,0.69314718056
2735,Ourives,2,2735,7.91388671486,0.69314718056
2736,contanto,2,2736,7.91425227874,0.69314718056
2737,jardins,2,2737,7.91461770904,0.69314718056
2738,joalheiros,2,2738,7.91498300585,0.69314718056
2739,entrevistas,2,2739,7.91534816926,0.69314718056
2740,apoiada,2,2740,7.91571319938,0.69314718056
2741,sílabas,2,2741,7.9160780963,0.69314718056
2742,verde,2,2742,7.91644286012,0.69314718056
2743,querem,2,2743,7.91680749094,0.69314718056
2744,seguiu,2,2744,7.91717198885,0.69314718056
2745,sentarse,2,2745,7.91753635394,0.69314718056
2746,tornála,2,2746,7.91790058633,0.69314718056
2747,período,2,2747,7.9182646861,0.69314718056
2748,caime,2,2748,7.91862865334,0.69314718056
2749,Parlamento,2,2749,7.91899248817,0.69314718056
2750,apanhei,2,2750,7.91935619066,0.69314718056
2751,cessar,2,2751,7.91971976092,0.69314718056
2752,intrare,2,2752,7.92008319905,0.69314718056
2753,edições,2,2753,7.92044650514,0.69314718056
2754,murchos,2,2754,7.92080967929,0.69314718056
2755,Notou,2,2755,7.92117272159,0.69314718056
2756,definitivamente,2,2756,7.92153563213,0.69314718056
2757,branca,2,2757,7.92189841102,0.69314718056
2758,amo,2,2758,7.92226105835,0.69314718056
2759,fiteia,2,2759,7.92262357422,0.69314718056
2760,alfinete,2,2760,7.92298595871,0.69314718056
2761,passeava,2,2761,7.92334821193,0.69314718056
2762,estrelas,2,2762,7.92371033397,0.69314718056
2763,lady,2,2763,7.92407232492,0.69314718056
2764,acontecimentos,2,2764,7.92443418489,0.69314718056
2765,respeitava,2,2765,7.92479591396,0.69314718056
2766,trezentas,2,2766,7.92515751222,0.69314718056
2767,aflição,2,2767,7.92551897979,0.69314718056
2768,fácil,2,2768,7.92588031674,0.69314718056
2769,invejas,2,2769,7.92624152317,0.69314718056
2770,cujas,2,2770,7.92660259918,0.69314718056
2771,célebre,2,2771,7.92696354486,0.69314718056
2772,distinção,2,2772,7.92732436031,0.69314718056
2773,arejar,2,2773,7.92768504562,0.69314718056
2774,bárbaro,2,2774,7.92804560087,0.69314718056
2775,pavão,2,2775,7.92840602618,0.69314718056
2776,Disselhe,2,2776,7.92876632163,0.69314718056
2777,morrido,2,2777,7.92912648731,0.69314718056
2778,minucioso,2,2778,7.92948652331,0.69314718056
2779,erao,2,2779,7.92984642974,0.69314718056
2780,vinténs,2,2780,7.93020620668,0.69314718056
2781,solda,2,2781,7.93056585423,0.69314718056
2782,lucidez,2,2782,7.93092537248,0.69314718056
2783,equivalência,2,2783,7.93128476153,0.69314718056
2784,crescem,2,2784,7.93164402145,0.69314718056
2785,céus,2,2785,7.93200315236,0.69314718056
2786,tiver,2,2786,7.93236215434,0.69314718056
2787,afastandome,2,2787,7.93272102748,0.69314718056
2788,severo,2,2788,7.93307977188,0.69314718056
2789,dócil,2,2789,7.93343838763,0.69314718056
2790,recebera,2,2790,7.93379687482,0.69314718056
2791,ritual,2,2791,7.93415523354,0.69314718056
2792,achavame,2,2792,7.93451346388,0.69314718056
2793,latinas,2,2793,7.93487156595,0.69314718056
2794,extinção,2,2794,7.93522953982,0.69314718056
2795,energicamente,2,2795,7.93558738559,0.69314718056
2796,tostões,2,2796,7.93594510335,0.69314718056
2797,código,2,2797,7.9363026932,0.69314718056
2798,restavam,2,2798,7.93666015523,0.69314718056
2799,perigoso,2,2799,7.93701748952,0.69314718056
2800,justiça,2,2800,7.93737469616,0.69314718056
2801,Regentes,2,2801,7.93773177526,0.69314718056
2802,precário,2,2802,7.9380887269,0.69314718056
2803,abjeção,2,2803,7.93844555116,0.69314718056
2804,preços,2,2804,7.93880224815,0.69314718056
2805,mentir,2,2805,7.93915881796,0.69314718056
2806,trovoadas,2,2806,7.93951526066,0.69314718056
2807,perdi,2,2807,7.93987157636,0.69314718056
2808,civilização,2,2808,7.94022776515,0.69314718056
2809,vulgaridade,2,2809,7.9405838271,0.69314718056
2810,lavadouro,2,2810,7.94093976233,0.69314718056
2811,interrogativa,2,2811,7.94129557091,0.69314718056
2812,disputálo,2,2812,7.94165125293,0.69314718056
2813,Acheia,2,2813,7.94200680849,0.69314718056
2814,XVIII,2,2814,7.94236223767,0.69314718056
2815,crime,2,2815,7.94271754057,0.69314718056
2816,lugarcomum,2,2816,7.94307271728,0.69314718056
2817,calçada,2,2817,7.94342776788,0.69314718056
2818,rebelde,2,2818,7.94378269246,0.69314718056
2819,breves,2,2819,7.94413749111,0.69314718056
2820,ficado,2,2820,7.94449216393,0.69314718056
2821,dada,2,2821,7.944846711,0.69314718056
2822,ficasse,2,2822,7.94520113241,0.69314718056
2823,cai,2,2823,7.94555542825,0.69314718056
2824,Escritura,2,2824,7.94590959861,0.69314718056
2825,ADÃO,2,2825,7.94626364358,0.69314718056
2826,inquietas,2,2826,7.94661756324,0.69314718056
2827,teima,2,2827,7.94697135769,0.69314718056
2828,sinceramente,2,2828,7.94732502702,0.69314718056
2829,afirmo,2,2829,7.9476785713,0.69314718056
2830,digam,2,2830,7.94803199064,0.69314718056
2831,comovida,2,2831,7.94838528511,0.69314718056
2832,sílaba,2,2832,7.94873845481,0.69314718056
2833,notável,2,2833,7.94909149983,0.69314718056
2834,raivosa,2,2834,7.94944442025,0.69314718056
2835,desconcertou,2,2835,7.94979721616,0.69314718056
2836,faces,2,2836,7.95014988765,0.69314718056
2837,escapado,2,2837,7.95050243481,0.69314718056
2838,convulsa,2,2838,7.95085485772,0.69314718056
2839,vergonha,2,2839,7.95120715647,0.69314718056
2840,murmurou,2,2840,7.95155933116,0.69314718056
2841,ajustar,2,2841,7.95191138185,0.69314718056
2842,pediam,2,2842,7.95226330866,0.69314718056
2843,cerebral,2,2843,7.95261511165,0.69314718056
2844,tachos,2,2844,7.95296679092,0.69314718056
2845,comprador,2,2845,7.95331834656,0.69314718056
2846,planos,2,2846,7.95366977865,0.69314718056
2847,rime,2,2847,7.95402108728,0.69314718056
2848,aquelas,2,2848,7.95437227253,0.69314718056
2849,Morrer,2,2849,7.9547233345,0.69314718056
2850,castelo,2,2850,7.95507427326,0.69314718056
2851,quitanda,2,2851,7.95542508891,0.69314718056
2852,duplicidade,2,2852,7.95577578153,0.69314718056
